שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
Gelate Ice,גלידרייה,מתוקים-קינוחים,"א-ה: 07:00-23:00
שישי: 07:00-כניסת שבת
שבת: מוצ""ש-לקוח אחרון",עמק איילון 30,,,N,כשר,Y,"גלידריה, מתוקים וקינוחים",שוהם,מרכז,N,31.999098,34.946268
בית הפנקייק TLV,בית הפנקייק TLV,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: ימים א'-ד': 10:00-22:00, יום ה': 10:00-00:00
שישי: 09:00-00:00
שבת: 09:00-00:00","התערוכה 3 נמל ת""א",www.pancake.co.il,03-5083611,Y,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.097244,34.775646
קפה קפה,בית קפה,בית קפה,"א-ה: 08:00-24:00
שישי: 08:00-24:00
שבת: 08:00-24:00",כפר יאסיף,,04-6468827,N,,Y,בית קפה,כפר יאסיף,צפון,N,31.252584,34.846767
פסטה לוקו,מסעדת שף איטלקית כשרה,"איטלקי,דגים,חלבי","א-ה: 09:30-22:00
שישי: 09:00-14:00
שבת: סגור",הלל יפה 21,www.pastaloco.com/,04-6936305,N,כשר,Y,מסעדה,חדרה,צפון,N,32.436919,34.917014
קפה קפה,בית קפה,בית קפה,"א-ה: 08:00-24:30
שישי: 08:00-24:30
שבת: 08:00-24:30",מפגש מזרע,,04-6706040,N,,N,בית קפה,מזרע,צפון,N,32.983651,35.098915
ג'וני קריספי,סנדוויץ בר/סלטים,"בשרים,כריכים-סלטים","א-ה: 11:00-24:00
שישי: סגור
שבת: מוצ""ש-24:00",שד' אבא אבן 18,www.johnnycrispy.com,,N,כשר,Y,מסעדה,הרצליה,שרון,N,32.162637,34.807204
רפאלו קריון,מסעדה איטלקית,איטלקי,"א-ה: 09:00-24:00
שישי: 09:00-שעה לכניסת שבת
שבת: מוצ""ש-24:00",דרך עכו 192,,6632*,N,כשר,Y,מסעדה,קריית ביאליק,צפון,N,32.843348,35.090944
מינה טומאי,אסיאתי,סושי-אסייאתי,"א-ה: 11:00-24:00
שישי: 11:00-01:00
שבת: 11:00-01:00","קניון קריון, דרך עכו 192",,2750*,Y,,Y,מסעדה,קריית ביאליק,צפון,N,32.843348,35.090737999999995
כאמל,בר מסעדה ממוקם על חוף הים,מזרחי,"א-ה: 09:00-02:00
שישי: 08:00-03:00
שבת: 08:00-03:00",דוד אלעזר 10,,04-8522990,N,,N,מסעדה,חיפה,צפון,N,32.806201,34.957298
"קרנף-סינמה סיטי ראשל""צ","אוכל בשרי מהיר, טרי, טעים ובריא","בשרים,כריכים-סלטים","א-ה: 11:00-23:00
שישי: 11:00-24:00
שבת: 11:00-24:00",ילדי טהרן 3 - סינמה סיטי,karnaf.com,03-9414461,N,,Y,מסעדה,ראשון לציון,מרכז,N,31.983961,34.770877
קרנף-אבן גבירול,"אוכל בשרי מהיר, טרי, טעים ובריא","בשרים,כריכים-סלטים","א-ה: 11:30-04:30
שישי: 11:30-04:30
שבת: 11:30-04:30",אבן גבירול 164,karnaf.com,03-5468179,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.090671,34.782924
קרנף,"אוכל בשרי מהיר, טרי, טעים ובריא","בשרים,כריכים-סלטים","א-ה: 11:00-24:00
שישי: 11:00-24:00
שבת: 11:00-24:00",סוקולוב 72,,03-5490049,N,כשר,N,מסעדה,רמת השרון,שרון,N,32.146091,34.838751
בוקריה,מסעדת בראנצ'ים וארוחות בוקר,"בית קפה,חלבי,צמחוני-טבעוני","א-ה: 10:00-24:00
שישי: 09:00-15:30
שבת: שעה ממוצ""ש-לקוח אחרון",רבין 17 (Y סנטר),bokeria.co.il,03-7444760,N,כשר,Y,מסעדה,פתח תקווה,מרכז,N,32.087999,34.861165
אונזה,מסעדת שף ישראלית,"בר-פאב,בשרים,ים תיכוני,מזרחי","א-ה: 18:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00","רבי חנינא 3, שוק הפשפשים",onza.co.il,03-6486060,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.053008,34.755683
משייה,מסעדת שף (לשעות הפעילות יש להתעדכן באתר המסעדה),"בשרים,דגים,מזרחי,מתוקים-קינוחים","א-ה: 09:30-23:00
שישי: 09:30-15:00, 17:00-23:00
שבת: 12:30-15:00, 18:15:-23:00",מנדלי מוכר ספרים 5,mashya.co.il,03-7500999,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.079344,34.768773
מיזאקי,אוכל רחוב יפני,סושי-אסייאתי,"א-ה: 11:30-22:00
שישי: 
שבת: 11:30-22:00",מתחם שרונה,www.miazaki.co.il,03-8009999,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.073111,34.788325
קפה קפה ,בית קפה-חלבי כשר,בית קפה,"א-ה: 07:30-24:00
שישי: 08:00-1530
שבת: מוצ""ש-24:00",חוף סירונית,,09-7444104,N,כשר,Y,בית קפה,נתניה,שרון,N,32.330655,34.848237
קפה רוטשילד ,בית קפה,בית קפה,"א-ה: 08:00-לקוח אחרון
שישי: 08:00-שעה לכניסת השבת
שבת: שעה ממוצ""ש-לקוח אחרון","ששת הימים 1, טירת הכרמל",,04-6112295,N,כשר למהדרין,Y,בית קפה,חיפה,צפון,N,32.825688,35.070509
פרוזדור,מסעדת המבורגרים,בשרים,"א-ה: 12:00-24:00 לא כולל עסקיות לא כולל טייק וואי
שישי: 12:00-24:00 לא כולל עסקיות לא כולל טייק וואי
שבת: 12:00-24:00 לא כולל עסקיות לא כולל טייק וואי",מנדלי מוכר ספרים 6,www.prozdor.co.il,03-5233223,N,,N,מסעדה,תל אביב - יפו,מרכז,N,32.079159,34.768531
ג'וני קריספי,סנדויץ בר בשרים/סלטים,בשרים,"א-ה: 10:00-05:00
שישי: 10:00-05:00
שבת: 10:00-05:00",דרך יותם 2/24,www.johnnycrispy.com/,08-9455655,N,,Y,מסעדה,אילת,אילת,N,29.551377,34.952608
ביגה ,בית קפה  מסעדה חלבית ,"בית קפה,חלבי","א-ה: 08:00-23:00
שישי: 08:00- שעתיים לפני כניסת שבת
שבת: מצאת השבת - 23:00",רפפורט 3 קניון כפר סבא הירוקה,biga-bakery.co.il,09-8996221,N,כשר,Y,מסעדה,כפר סבא,שרון,N,32.192452,34.891902
קפה נמרוד ,מסעדה גלילית,"בית קפה,חלבי","א-ה: 08:00-לקוח אחרון
שישי: 08:00- לקוח אחרון
שבת: 08:00- לקוח אחרון",מתחם שרונה,cafenimrod.com,03-6721344,N,,Y,בית קפה,תל אביב - יפו,מרכז,N,32.072900,34.786662
קפה גרג ,בית קפה ,סושי-אסייאתי,"א-ה: 08:00-22:30
שישי: 08:00-15:30
שבת: 18:00-23:00",ויצמן 207,www.gregcafe.co.il,09-7671683,N,,Y,בית קפה,כפר סבא,שרון,N,32.171698,34.927919
Black,"לא כולל עסקיות, 2eat, תפריטי ילדים, ותפריטי לילה ",בשרים,"א-ה: 12:00- לקוח אחרון
שישי: 12:00- לקוח אחרון
שבת: 12:00- לקוח אחרון",גרנד קניון (ללא עסקיות 2eat ילדים ולילה),blackbarburger.co.il,04-8422400,N,,Y,מסעדה,חיפה,צפון,N,32.789711,35.007822
קאן קאי ,אסייתי,סושי-אסייאתי,"א-ה: 10:00-22:00
שישי: 10:00-15:00
שבת: ",משה דיין 2,www.kankai.co.il/,03-9021833,Y,כשר,Y,מסעדה,ראש העין,מרכז,N,32.092798,34.966204
שווארמה אל בלד,שווארמה ,"ים תיכוני,מזרחי","א-ה: 10:00-00:00
שישי: 10:00-00:00
שבת: 10:00-00:00",השלום 84,,02-6331717,N,,Y,מסעדה,אבו גוש,ירושלים,N,31.801945,35.119531
מייקס פלייס,בר מסעדה הופעות חיות וספורט,"בשרים,מקסיקני","א-ה: 08:00- לקוח אחרון
שישי: 08:00- לקוח אחרון
שבת: 08:00- לקוח אחרון",הרברט סמואל 90,,03-5106392,N,,Y,בר-פאב,תל אביב - יפו,מרכז,N,32.077290,34.766440
מייקס פלייס ,בר מסעדה הופעות חיות וספורט,"בשרים,מקסיקני","א-ה: 13:00 - לקוח אחרון
שישי: 13:00 - לקוח אחרון
שבת: 13:00 - לקוח אחרון",המים 1 - טיילת המלך שלמה,,08-8649550,N,,Y,בר-פאב,אילת,אילת,N,29.551339,34.961188
מייקס פלייס,בר מסעדה הופעות חיות וספורט,"בשרים,מקסיקני","א-ה: 12:00- לקוח אחרון
שישי: 12:00 - כניסת שבת
שבת: מצאת השבת - לקוח אחרון",יפו 33,,02-5023439,N,כשר,Y,בר-פאב,ירושלים,ירושלים,N,31.781468,35.220536
ג'קו דגים,דגים ומאכלי ים,דגים,"א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",גיבורי ישראל 7,jacko.rest.co.il/,09-8652878,N,,Y,מסעדה,נתניה,שרון,N,32.278243,34.860568
קפה קפה ,מסעדה,"בשרים,כריכים-סלטים","א-ה: 08:00-23:00
שישי: 08:00-23:00
שבת: 08:00-23:00",כפר כנא - רחוב ראשי כניסה צפונית,www.cafecafe.co.il/he/home/a/main/,04-9919185,N,,Y,בית קפה,כפר כנא,צפון,N,32.748198,35.343840
אינגה בר,בר מסעדה,"בשרים,כריכים-סלטים","א-ה: 18:00-02:00
שישי: 20:00-04:00
שבת: 19:00-לקוח אחרון",גלגלי הפלדה 16,www.rol.co.il/sites/inga-bar,073-7592913,N,,Y,בר-פאב,הרצליה,שרון,N,32.164920,34.809347
pankina,מסעדת שף איטלקי חלבי ודגים,"איטלקי,דגים,חלבי","א-ה: 12:00-00:00
שישי: 11:00- שעה לפני כניסת שבת
שבת: שעה מצאת  השבת - 00:00",גורדון 39,http://pankina.rest.co.il/,03-6449793,N,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.081936,34.773702
שטרודל ,מסעדה ים  תיכוני,ים תיכוני,"א-ה: 09:00-00:00
שישי: 09:00-00:00
שבת: 09:00-00:00",בן גוריון 39,www.shtroudl.rest.co.il/,077-7004312,N,,Y,מסעדה,חיפה,צפון,N,32.819428,34.990361
פנה פסטה בר,מסעדה איטלקית,"איטלקי,חלבי","א-ה: 09:00-00:00
שישי: 09:00-16:00
שבת: מצאת השבת - 00:00",בוגרשוב 21,www.rol.co.il/sites/pene-pasta-bar/,03-5281957,N,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.077077,34.769694
נירוונה פרש קיטשן ,המקום המושלם על הים,"איטלקי,בית קפה,בשרים,דגים","א-ה: 08:00- לקוח אחרון
שישי: 08:00- לקוח אחרון
שבת: 08:00- לקוח אחרון",חוף נירוונה,www.freshkitchen.co.il/branches/,04-8501444,N,,Y,מסעדה,חיפה,צפון,N,32.799225,34.956003
פרש קיטשן - שוסטר,מסעדת בריאות ,"איטלקי,סושי-אסייאתי,דגים,חלבי","א-ה: 07:00-22:30
שישי: 07:00- שעה לפני כניסת שבת
שבת: חצי שעה מצאת השבת - אחרון הלקוחות",אחימאיר 18,,03-5472548,N,למהדרין,Y,מסעדה,תל אביב - יפו,מרכז,N,32.124773,34.801578
פרש קיטשן ,מסעדת בריאות ,"כריכים-סלטים,צמחוני-טבעוני","א-ה: 07:30 - לקוח אחרון
שישי: 07:30-16:30
שבת: חצי שעה מצאת השבת - לקוח אחרון",השונית 2 קניון ארנה,www.freshkitchen.co.il/,09-8321393,N,למהדרין,Y,מסעדה,הרצליה,שרון,N,32.158845,34.795996
מאפיית טאבון אלאנואר ,מאפייה ומטעמים מיוחדים שנאפים במקום,"ים תיכוני,מתוקים-קינוחים","א-ה: 08:00-21:30
שישי: 08:00-22:00
שבת: 08:00-22:00","כביש ראשי כיסרא - סמיע, שכונת חיילים משוחררים",,04-6294954,N,,Y,מאפיה וקונדיטוריה,מעלות-תרשיחא,צפון,N,32.972320,35.298528
DEDA,חוויה גאורגית מקורית ,בשרים,"א-ה: 10:30-00:00
שישי: 08:00-00:00
שבת: 08:00-00:00", בן גוריון 61,www.deda.co.il/,1-700-700165,N,,Y,מסעדה,בת ים,מרכז,N,32.024103,34.740499
פרנג'ליקו,מסעדה אסייתית,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 12:00-לקוח אחרון
שישי: 12:00-לקוח אחרון
שבת: 12:00-לקוח אחרון",בן גוריון 22,frangelicobar.com/,04-6384480,N,,Y,מסעדה,חיפה,צפון,N,32.821148,34.991159
הגראז',הגראז' - הכי טוב המבורגר,"בר-פאב,בשרים","א-ה: 11:00- לקוח אחרון
שישי: 11:00- לקוח אחרון
שבת: 11:00- לקוח אחרון",ראול ולנברג 24,www.garageburger.co.il/he/home,036499600,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.111549,34.838854
סושה,סושי בר ,סושי-אסייאתי,"א-ה: 11:00-01:00
שישי: 11:00-15:00
שבת: חצי שעה מצאת השבת - 01:00",הרצל 12,,1-700-55-10-20,N,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.062290,34.770119
IZ - CAFE,בית קפה חלבי - צרפתי - איטלקי ,"איטלקי,בית קפה,דגים,צרפתי","א-ה: 08:00-16:00
שישי: 08:00-13:30
שבת: ",השמורה 2,izcafe.rest.co.il/,04-6444722,N,כשר,Y,בית קפה,זכרון יעקב,צפון,N,32.565927,34.943076
אולדיס פנקיק בר ,בית פנקייק בסגנון דיינר אמריקאי,מתוקים-קינוחים,"א-ה: 08:30-22:30
שישי: 08:30- שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 23:00",המלאכה 2 השדרה החדשה קניון רננים,www.oldiespancake.co.il/,09-8849960,Y,רבנות רעננה,Y,"גלידריה, מתוקים וקינוחים",רעננה,שרון,N,32.197303,34.877858
שיפודי התקווה,מסעדת בשרים,בשרים,"א-ה: 11:30-23:30
שישי: 11:30-16:30
שבת: מצאת השבת - 23:00",קניון איילון,,03-5704242,N,למהדרין,Y,מסעדה,רמת גן,מרכז,N,32.100338,34.826772
תבליני טעם וריח חנות המפעל,חנות של תבלינים ותערובות תיבול לכל סוגי המאכלים,צמחוני-טבעוני,"א-ה: 08:00 - 17:00
שישי: 
שבת: ",גיסין 96,www.tv-spices.co.il/,03-9220939,Y,כשר למהדרין,N,תבלינים ופיצוחים,פתח תקווה,מרכז,N,32.096652,34.861418
פרש קיטשן ,מסעדת בריאות,"איטלקי,סושי-אסייאתי,דגים,חלבי","א-ה: 08:00-00:00
שישי: 08:00- שעה לפני כניסת שבת
שבת: מצאת השבת - 01:00",דוד רמז 4,/www.freshkitchen.co.il,02-5856580,N,כשר למהדרין,Y,מסעדה,ירושלים,ירושלים,N,31.768974,35.224427
דים סאם שופ,מסעדה אסייתית - דיזנגוף סנטר,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:00-22:00
שישי: 10:00-15:00
שבת: ",דיזנגוף 50,,03-5392977,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.075346,34.775395
איטלקיה בתחנה ,מסעדה איטלקית,"איטלקי,חלבי","א-ה: 12:00-00:00
שישי: 09:00-00:00
שבת: 10:00-00:00","נווה צדק, מתחם התחנה",www.italiantlv.co.il/,03-9331922,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.059037,34.761517
Black,"לא כולל עסקיות, 2eat, תפריטי ילדים, ותפריטי לילה",בשרים,"א-ה: 12:00-00:00
שישי: 12:00-02:00
שבת: 11:30-01:00",קניון מול זכרון,blackbarburger.co.il,04-6671719,N,,Y,מסעדה,זכרון יעקב,צפון,N,32.569263,34.933494
55 אוכל ובירה,"לא כולל עסקיות, תפריטי ילדים ו- happy hour",בר-פאב,"א-ה: 12:30-לקוח אחרון
שישי: 12:30- לקוח אחרון
שבת: 13:00 - לקוח אחרון","מול זכרון יעקב(ללא עסקיות, ילדים ו happy hour)",55beers.co.il/,04-8160666,N,,Y,בר-פאב,זכרון יעקב,צפון,N,32.569263,34.933288
קלארו,מסעדת שף עם תפריט עכשוי ועדכני,"טאפסים,ים תיכוני","א-ה: 12:00-23:00
שישי: 09:00-23:00
שבת: 09:00-23:00",דוד אלעזר 30 - מתחם שרונה,www.clarotlv.com,03-6017777,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.071203,34.788069
Gelato Factory,גלידה טובה ומשובחת במבחר טעמים,מתוקים-קינוחים,"א-ה: 09:00-22:00
שישי: 09:00-22:00
שבת: 09:00-22:00",מתחם שרונה,,,N,,Y,"גלידריה, מתוקים וקינוחים",תל אביב - יפו,מרכז,N,32.071399,34.786679
Soft  Cookies,דוכן עוגיות שוקולד וקפה,מתוקים-קינוחים,"א-ה: 09:00-22:30
שישי: 09:00- חצי לפני כניסת שבת
שבת: 09:00-23:00",קלמן מגן 3,,03-7233088,N,,Y,"גלידריה, מתוקים וקינוחים",תל אביב - יפו,מרכז,N,32.071399,34.786472999999994
קפה קפה ,בית קפה מסעדה,"איטלקי,בית קפה","א-ה: 08:00-23:00
שישי: 08:00-14:00
שבת: חצי שעה מצאת השבת - 23:30",צומת רוויה עמק המעיינות,www.cafecafe.co.il/he/home/a/main/,04-6584648,N,כשר למהדרין,Y,בית קפה,שדי תרומות,צפון,N,32.440898,35.484204
קפה קפה ,בית קפה מסעדה חלבי ,"איטלקי,חלבי,כריכים-סלטים","א-ה: 08:30-22:00
שישי: 08:30-13:30
שבת: מצאת השבת - 23:00",יהודה הלוי 1,www.cafecafe.co.il/he/home/a/main/,04-6723400,N,כשר למהדרין,Y,בית קפה,טבריה,צפון,N,32.790512,35.533797
קפה נמרוד,בית קפה מסעדה חלבי,"בית קפה,חלבי,כריכים-סלטים","א-ה: 09:00-23:00
שישי: 09:00-23:00
שבת: 08:00-00:00",גליליון מרקט צמת כח,www.cafenimrod.com/,04-8716407,N,,Y,בית קפה,יסוד המעלה,צפון,N,33.115621,35.573585
סנדוויץ טוסט BAR,סנדוויץ בר בשרי,בשרים,"א-ה: 09:00-21:00
שישי: 
שבת: ",פטיש 2,toast-sandwich-bar.business.site/,04-8881485,N,כשר,Y,מסעדה,טירת כרמל,צפון,N,32.767513,34.967290
קפה קפה ,בית קפה - בשרי ,"בית קפה,בשרים","א-ה: 07:30-00:30
שישי: 07:30-00:30
שבת: 07:30-00:30",החרט 8,www.cafecafe.co.il/he/home/a/main,04-8384423,N,,Y,בית קפה,עפולה,צפון,N,32.633736,35.335934
מילקה,בית קפה מסעדה (לא מכובד במילקה בר),"איטלקי,בית קפה,חלבי,מתוקים-קינוחים","א-ה: 09:00- לקוח אחרון
שישי: 09:00- לקוח אחרון
שבת: 10:00-לקוח אחרון",דרך עכו 192,www.rest.co.il/rest/80034530/,04-8774343,N,,Y,מסעדה,קריית ביאליק,צפון,N,32.843515,35.090770
אווזים,מסעדת בשרים,"בשרים,דגים,ים תיכוני,מזרחי","א-ה: 11:00-01:00
שישי: 11:00-  שעה לפני כניסת שבת
שבת: מצאת השבת - 01:00",המאה ועשרין 4 מתחם יס פלנט,haavazim.com/,073-7585408,N,כשר,Y,מסעדה,ראשון לציון,מרכז,N,31.980537,34.748823
אווזים,מסעדת בשרים,"בשרים,דגים,ים תיכוני,מזרחי","א-ה: 11:00-03:00
שישי: 11:00-03:00
שבת: 11:00-03:00",יורדי הסירה 3,haavazim.com/,03-5440647,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.096272,34.774351
